,,,"Mon, Jul 13",OBJETIVO,,,115 gr,100 gr,124 gr,35 gr,2000 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Mar 2",10:15 ,Huevo,1,Proteína,65 gr,8 gr,0 gr,8 gr,0 gr,101 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,1.23,2.91,,,7.67,
,"Mon, Mar 2",10:15 ,Queso Unt. Finlandia Light,2,Lácteo,20 gr,2 gr,1 gr,3 gr,0 gr,38 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.09,0.85,0.12,0.21,1.64,
,"Mon, Mar 2",10:15 ,"Aceite de oliva El Gran Juicio (EV, 1 cda sop)",0.1,Grano,1 gr,0 gr,0 gr,1 gr,0 gr,11 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.12,0.90,,,1.20,
,"Mon, Mar 2",10:25 ,Te,1,Infusión,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,00:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Mar 2",10:25 ,Miel (1 cda),1,Carb,10 gr,0 gr,7 gr,0 gr,0 gr,28 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Mar 2",10:25 ,"Leche, Protein",0.4,Lácteo,40 gr,2 gr,2 gr,0 gr,0 gr,15 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Mar 2",10:25 ,Vainillas Bimbo,3,Carb,36 gr,2 gr,26 gr,2 gr,0 gr,134 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Mar 2",13:45 ,Tallarines Terrabusi,0.8,Grano,64 gr,6 gr,46 gr,1 gr,2 gr,214 kcal,03:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Mar 2",13:45 ,Jardinera,0.55,Carb,107 gr,4 gr,14 gr,0 gr,4 gr,74 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Mar 2",13:45 ,Cebolla,0.8,Verdura,112 gr,1 gr,11 gr,0 gr,2 gr,47 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Mar 2",13:45 ,Ají,1.5,Verdura,75 gr,1 gr,3 gr,0 gr,1 gr,14 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Mar 2",13:45 ,Pan Multicereal D&D,3.2,Grano,80 gr,6 gr,38 gr,3 gr,4 gr,480 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Mar 2",13:45 ,Queso Unt. Finlandia Light,2.2,Lácteo,22 gr,2 gr,1 gr,3 gr,0 gr,42 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.10,0.94,0.13,0.23,1.81,
,"Mon, Mar 2",13:45 ,"Aceite de oliva El Gran Juicio (EV, 1 cda sop)",0.1,Grano,1 gr,0 gr,0 gr,1 gr,0 gr,11 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.12,0.90,,,1.20,
,"Mon, Mar 2",14:05 ,"Chocolate, Águila (1 barrita)",0.5,Carb,8 gr,0 gr,5 gr,2 gr,0 gr,35 kcal,00:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.59,,,1.80,
,"Mon, Mar 2",16:45 ,Café,1,Infusión,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,02:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Mar 2",16:45 ,Miel (1 cda),1,Carb,10 gr,0 gr,7 gr,0 gr,0 gr,28 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Mar 2",16:45 ,"Not protein bar, chocolate brownie",1,Procesado,45 gr,15 gr,14 gr,6 gr,6 gr,164 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Mar 2",16:45 ,Nuez (1),1,Fruto Seco,4 gr,1 gr,0 gr,3 gr,0 gr,27 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,1.30,0.56,,,2.55,
,"Mon, Mar 2",16:45 ,Almendras con Chocolate (1),2,Carb,6 gr,1 gr,3 gr,2 gr,0 gr,34 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,1.64,,,2.25,
,"Mon, Mar 2",16:45 ,Castaña de Cajú,0.5,Fruto Seco,4 gr,1 gr,1 gr,2 gr,0 gr,22 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30,1.06,,,1.76,
,"Mon, Mar 2",21:30 ,"Vaca, Ojo de Bife",2,Proteína,200 gr,38 gr,0 gr,38 gr,0 gr,520 kcal,04:45,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,1.52,15.96,,,19.00,
,"Mon, Mar 2",21:30 ,Cebolla,0.4,Verdura,56 gr,1 gr,6 gr,0 gr,1 gr,24 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Mar 2",21:30 ,Zucchini,0.15,Verdura,45 gr,1 gr,2 gr,0 gr,1 gr,8 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Mar 2",21:30 ,Zanahoria,0.35,Verdura,70 gr,1 gr,7 gr,0 gr,2 gr,29 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Mar 2",21:30 ,Pan Multicereal D&D,2,Grano,50 gr,4 gr,24 gr,2 gr,3 gr,300 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Mar 2",21:30 ,Queso Unt. La Serenisima Clásico Balance,2,Lácteo,20 gr,1 gr,1 gr,2 gr,0 gr,30 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.06,0.62,0.09,0.15,1.19,
,"Mon, Mar 2",23:00 ,Banana,0.95,Fruta,143 gr,1 gr,33 gr,0 gr,4 gr,127 kcal,01:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Mar 2",23:00 ,"Leche, Protein",1.2,Lácteo,120 gr,6 gr,6 gr,0 gr,0 gr,44 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Mar 2",23:00 ,Creatina Monohidrato,0.5,Complemento,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,,,,,,109 gr,281 gr,79 gr,31 gr,"2,899 kcal",1464 gr,,115 gr,100 gr,124 gr,35 gr,2000 kcal,1 gr,5 gr,27 gr,0 gr,1 gr,42 gr,0 gr,33 gr,43 gr,1:5,,,,,,,
1,"Tue, Mar 3",11:15 ,Pan Multicereal D&D,2,Grano,50 gr,4 gr,24 gr,2 gr,3 gr,300 kcal,12:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Mar 3",11:15 ,Palta,0.65,Fruta,104 gr,2 gr,9 gr,15 gr,7 gr,166 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,2.13,10.82,,,15.25,
,"Tue, Mar 3",11:15 ,Queso Unt. La Serenisima Clásico Balance,10,Lácteo,100 gr,7 gr,7 gr,11 gr,0 gr,150 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.32,3.09,0.43,0.75,5.97,
,"Tue, Mar 3",11:15 ,"Aceite de oliva El Gran Juicio (EV, 1 cda sop)",0.1,Grano,1 gr,0 gr,0 gr,1 gr,0 gr,11 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.12,0.90,,,1.20,
,"Tue, Mar 3",11:15 ,Huevo,1,Proteína,65 gr,8 gr,0 gr,8 gr,0 gr,101 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,1.23,2.91,,,7.67,
,"Tue, Mar 3",11:35 ,Te,1,Infusión,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,00:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Mar 3",11:35 ,Miel (1 cda),1,Carb,10 gr,0 gr,7 gr,0 gr,0 gr,28 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Mar 3",11:35 ,Nuez (1),1.2,Fruto Seco,5 gr,1 gr,1 gr,3 gr,0 gr,32 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,1.56,0.67,,,3.06,
,"Tue, Mar 3",11:35 ,Almendra (1),0.65,Fruto Seco,5 gr,1 gr,0 gr,2 gr,1 gr,26 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,1.78,,,2.43,
,"Tue, Mar 3",11:35 ,Castaña de Cajú,0.6,Fruto Seco,5 gr,1 gr,1 gr,2 gr,0 gr,27 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,1.27,,,2.11,
,"Tue, Mar 3",11:35 ,"Chocolate, Águila (1 barrita)",0.5,Carb,8 gr,0 gr,5 gr,2 gr,0 gr,35 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.59,,,1.80,
,"Tue, Mar 3",11:35 ,"Not protein bar, crunchy, choco maní",0.6,Procesado,21 gr,5 gr,10 gr,3 gr,4 gr,85 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Mar 3",14:25 ,Fideos Luccheti dedalitos,0.5,Grano,40 gr,4 gr,28 gr,0 gr,1 gr,131 kcal,02:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Mar 3",14:25 ,Pollo (1 pechuga),0.45,Proteína,135 gr,38 gr,0 gr,4 gr,0 gr,204 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.86,1.73,,,4.32,
,"Tue, Mar 3",14:25 ,Zanahoria,0.1,Verdura,20 gr,0 gr,2 gr,0 gr,1 gr,8 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Mar 3",14:25 ,Zucchini,0.1,Verdura,30 gr,0 gr,1 gr,0 gr,0 gr,5 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Mar 3",14:25 ,Cebolla,0.2,Verdura,28 gr,0 gr,3 gr,0 gr,0 gr,12 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Mar 3",14:25 ,Pan Integral D&D,2,Grano,50 gr,4 gr,24 gr,1 gr,3 gr,116 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Mar 3",14:25 ,Queso Unt. La Serenisima Clásico Balance,2,Lácteo,20 gr,1 gr,1 gr,2 gr,0 gr,30 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.06,0.62,0.09,0.15,1.19,
,"Tue, Mar 3",15:00 ,Vainillas Bimbo,1,Carb,12 gr,1 gr,9 gr,1 gr,0 gr,45 kcal,00:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Mar 3",17:15 ,Banana,0.95,Fruta,143 gr,1 gr,33 gr,0 gr,4 gr,127 kcal,02:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Mar 3",17:15 ,"Leche, Protein",1.6,Lácteo,160 gr,7 gr,7 gr,0 gr,0 gr,59 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Mar 3",17:15 ,Creatina Monohidrato,0.5,Complemento,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Mar 3",21:30 ,Pollo (1 pechuga),0.72,Proteína,216 gr,62 gr,0 gr,7 gr,0 gr,326 kcal,04:15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,1.38,2.76,,,6.91,
,"Tue, Mar 3",21:30 ,"Ensalada (lechuga, repollo b+m, zanahoria)",1,Verdura,120 gr,2 gr,5 gr,0 gr,2 gr,30 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Mar 3",21:30 ,Pan Integral D&D,2,Grano,50 gr,4 gr,24 gr,1 gr,3 gr,116 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Mar 3",21:30 ,Queso Unt. La Serenisima Clásico Balance,2.5,Lácteo,25 gr,2 gr,2 gr,3 gr,0 gr,38 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.08,0.77,0.11,0.19,1.49,
,"Tue, Mar 3",21:30 ,"Aceite de oliva El Gran Juicio (EV, 1 cda sop)",2.7,Grano,32 gr,0 gr,0 gr,32 gr,0 gr,292 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,3.24,24.30,,,32.40,
,"Tue, Mar 3",22:20 ,Te,1,Infusión,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,00:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Mar 3",22:20 ,Miel (1 cda),1,Carb,10 gr,0 gr,7 gr,0 gr,0 gr,28 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Mar 3",22:20 ,Vainillas Bimbo,2,Carb,24 gr,2 gr,18 gr,1 gr,0 gr,90 kcal,,,,,,158 gr,227 gr,103 gr,28 gr,"2,618 kcal",1488 gr,,115 gr,100 gr,124 gr,35 gr,2000 kcal,1 gr,12 gr,52 gr,1 gr,1 gr,86 gr,0 gr,65 gr,88 gr,1:12,,,,,,,
1,"Wed, Mar 4",10:15 ,Te,1,Infusión,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,11:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Wed, Mar 4",10:15 ,Miel (1 cda),1,Carb,10 gr,0 gr,7 gr,0 gr,0 gr,28 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Wed, Mar 4",10:15 ,Pan Integral D&D,2,Grano,50 gr,4 gr,24 gr,1 gr,3 gr,116 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Wed, Mar 4",10:15 ,Palta,0.2,Fruta,32 gr,1 gr,3 gr,5 gr,2 gr,51 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.66,3.33,,,4.69,
,"Wed, Mar 4",10:15 ,Queso Unt. La Serenisima Clásico Balance,2,Lácteo,20 gr,1 gr,1 gr,2 gr,0 gr,30 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.06,0.62,0.09,0.15,1.19,
,"Wed, Mar 4",10:15 ,Huevo,1,Proteína,65 gr,8 gr,0 gr,8 gr,0 gr,101 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,1.23,2.91,,,7.67,
,"Wed, Mar 4",14:05 ,"Vaca, Ojo de Bife",1.25,Proteína,125 gr,24 gr,0 gr,24 gr,0 gr,325 kcal,03:50,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,0.95,9.98,,,11.88,
,"Wed, Mar 4",14:05 ,"Ensalada (lechuga, repollo b+m, zanahoria)",1,Verdura,120 gr,2 gr,5 gr,0 gr,2 gr,30 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Wed, Mar 4",14:05 ,Palta,0.42,Fruta,67 gr,1 gr,6 gr,10 gr,5 gr,108 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10,1.38,6.99,,,9.85,
,"Wed, Mar 4",14:05 ,Queso Unt. La Serenisima Clásico Balance,5,Lácteo,50 gr,4 gr,4 gr,5 gr,0 gr,75 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.16,1.55,0.21,0.37,2.99,
,"Wed, Mar 4",14:30 ,"Yogurt, Ser",1,Lácteo,190 gr,9 gr,11 gr,0 gr,0 gr,80 kcal,00:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Wed, Mar 4",14:30 ,Avena Granix Instnatánea (2 cdas),1,Grano,30 gr,4 gr,18 gr,2 gr,3 gr,107 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Wed, Mar 4",14:30 ,Maní,0.4,Fruto Seco,6 gr,2 gr,1 gr,3 gr,0 gr,35 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.44,,,2.94,
,"Wed, Mar 4",14:30 ,Nuez (1),1.25,Fruto Seco,5 gr,1 gr,1 gr,3 gr,0 gr,34 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,1.63,0.70,,,3.19,
,"Wed, Mar 4",16:10 ,Banana,0.95,Fruta,143 gr,1 gr,33 gr,0 gr,4 gr,127 kcal,01:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Wed, Mar 4",16:10 ,"Leche, Protein",1.2,Lácteo,120 gr,6 gr,6 gr,0 gr,0 gr,44 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Wed, Mar 4",16:10 ,Creatina Monohidrato,0.5,Complemento,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Wed, Mar 4",16:10 ,"Not protein bar, crunchy, choco maní",1,Procesado,35 gr,9 gr,17 gr,4 gr,7 gr,142 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Wed, Mar 4",17:50 ,Café,1,Infusión,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,01:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Wed, Mar 4",17:50 ,"Leche, Protein",1.5,Lácteo,150 gr,7 gr,7 gr,0 gr,0 gr,56 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Wed, Mar 4",17:50 ,Vainillas Bimbo,3,Carb,36 gr,2 gr,26 gr,2 gr,0 gr,134 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Wed, Mar 4",17:50 ,Miel (1 cda),1,Carb,10 gr,0 gr,7 gr,0 gr,0 gr,28 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Wed, Mar 4",22:30 ,Pollo (1 pechuga),0.65,Proteína,195 gr,56 gr,0 gr,6 gr,0 gr,294 kcal,04:40,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,1.25,2.50,,,6.24,
,"Wed, Mar 4",22:30 ,"Ensalada (lechuga, repollo b+m, zanahoria)",1,Verdura,120 gr,2 gr,5 gr,0 gr,2 gr,30 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Wed, Mar 4",22:30 ,Queso Unt. La Serenisima Clásico Balance,4,Lácteo,40 gr,3 gr,3 gr,4 gr,0 gr,60 kcal,,,,,,145 gr,182 gr,81 gr,28 gr,"2,035 kcal",1619 gr,,115 gr,100 gr,124 gr,35 gr,2000 kcal,1 gr,8 gr,31 gr,0 gr,1 gr,53 gr,0 gr,41 gr,54 gr,1:8,0.04,0.13,1.24,0.17,0.30,2.39,
1,"Thu, Mar 5",11:45 ,Pan Integral D&D,2,Grano,50 gr,4 gr,24 gr,1 gr,3 gr,116 kcal,13:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Thu, Mar 5",11:45 ,Queso Unt. La Serenisima Clásico Balance,2,Lácteo,20 gr,1 gr,1 gr,2 gr,0 gr,30 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.06,0.62,0.09,0.15,1.19,
,"Thu, Mar 5",11:45 ,Huevo,1,Proteína,65 gr,8 gr,0 gr,8 gr,0 gr,101 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,1.23,2.91,,,7.67,
,"Thu, Mar 5",11:45 ,Pollo (1 pechuga),0.24,Proteína,72 gr,21 gr,0 gr,2 gr,0 gr,109 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.46,0.92,,,2.30,
,"Thu, Mar 5",11:45 ,Te,1,Infusión,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Thu, Mar 5",11:45 ,"Leche, Protein",0.4,Lácteo,40 gr,2 gr,2 gr,0 gr,0 gr,15 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Thu, Mar 5",11:45 ,Almendra (1),1,Fruto Seco,7 gr,1 gr,0 gr,4 gr,1 gr,40 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,2.73,,,3.75,
,"Thu, Mar 5",11:45 ,Nuez (1),1,Fruto Seco,4 gr,1 gr,0 gr,3 gr,0 gr,27 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,1.30,0.56,,,2.55,
,"Thu, Mar 5",11:45 ,Maní,0.6,Fruto Seco,9 gr,2 gr,1 gr,4 gr,1 gr,52 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,2.16,,,4.41,
,"Thu, Mar 5",14:30 ,"Vaca, Ojo de Bife",1.2,Proteína,120 gr,23 gr,0 gr,23 gr,0 gr,312 kcal,02:45,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,0.91,9.58,,,11.40,
,"Thu, Mar 5",14:30 ,Zucchini,0.6,Verdura,180 gr,2 gr,6 gr,0 gr,2 gr,31 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Thu, Mar 5",14:30 ,Zanahoria,0.65,Verdura,130 gr,1 gr,12 gr,0 gr,4 gr,53 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Thu, Mar 5",14:30 ,Pan Integral D&D,2,Grano,50 gr,4 gr,24 gr,1 gr,3 gr,116 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Thu, Mar 5",14:30 ,Queso Unt. La Serenisima Clásico Balance,2,Lácteo,20 gr,1 gr,1 gr,2 gr,0 gr,30 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.06,0.62,0.09,0.15,1.19,
,"Thu, Mar 5",14:30 ,"Aceite de oliva El Gran Juicio (EV, 1 cda sop)",0.1,Grano,1 gr,0 gr,0 gr,1 gr,0 gr,11 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.12,0.90,,,1.20,
,"Thu, Mar 5",16:45 ,Banana,0.9,Fruta,135 gr,1 gr,31 gr,0 gr,4 gr,120 kcal,02:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Thu, Mar 5",16:45 ,"Leche, Protein",1.2,Lácteo,120 gr,6 gr,6 gr,0 gr,0 gr,44 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Thu, Mar 5",16:45 ,Creatina Monohidrato,0.5,Complemento,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Thu, Mar 5",18:30 ,"Leche, Protein",0.8,Lácteo,80 gr,4 gr,4 gr,0 gr,0 gr,30 kcal,01:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Thu, Mar 5",18:30 ,"Crudda peanut caramel, barra proteica",1,Procesado,40 gr,9 gr,7 gr,6 gr,7 gr,117 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Thu, Mar 5",18:30 ,Café,1,Infusión,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Thu, Mar 5",19:15 ,"Yogurt, Ser",1,Lácteo,190 gr,9 gr,11 gr,0 gr,0 gr,80 kcal,00:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Thu, Mar 5",19:15 ,Avena Granix Instnatánea (2 cdas),1.4,Grano,42 gr,5 gr,25 gr,3 gr,4 gr,149 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Thu, Mar 5",19:15 ,Vainillas Bimbo,1,Carb,12 gr,1 gr,9 gr,1 gr,0 gr,45 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Thu, Mar 5",22:45 ,Atún (1 lata),1,Proteína,120 gr,31 gr,0 gr,1 gr,0 gr,139 kcal,03:30,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.02,0.08,,,0.98,
,"Thu, Mar 5",22:45 ,Arroz Integral,0.6,Grano,42 gr,1 gr,10 gr,0 gr,1 gr,46 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Thu, Mar 5",22:45 ,Jardinera,1,Carb,195 gr,8 gr,25 gr,0 gr,7 gr,135 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Thu, Mar 5",23:40 ,Te,1,Infusión,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,00:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Thu, Mar 5",23:40 ,Miel (1 cda),1,Carb,10 gr,0 gr,7 gr,0 gr,0 gr,28 kcal,,,,,,146 gr,207 gr,64 gr,35 gr,"1,976 kcal",1754 gr,,115 gr,100 gr,124 gr,35 gr,2000 kcal,1 gr,6 gr,21 gr,0 gr,0 gr,37 gr,0 gr,28 gr,37 gr,1:6,,,,,,,
1,"Fri, Mar 6",13:20,Pollo (1 pechuga),0.76,Proteína,163 gr,46 gr,0 gr,5 gr,0 gr,246 kcal,13:40,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1.04,2.09,,,5.22,
,"Fri, Mar 6",13:20 ,Arroz Integral,0.6,Grano,42 gr,1 gr,10 gr,0 gr,1 gr,46 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Fri, Mar 6",13:20 ,Zucchini,0.3,Verdura,90 gr,1 gr,3 gr,0 gr,1 gr,15 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Fri, Mar 6",13:20 ,Zanahoria,0.2,Verdura,40 gr,0 gr,4 gr,0 gr,1 gr,16 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Fri, Mar 6",13:20 ,Lentejas,0.5,Carb,75 gr,5 gr,12 gr,1 gr,4 gr,70 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Fri, Mar 6",13:20 ,Pan Integral D&D,2,Grano,50 gr,4 gr,24 gr,1 gr,3 gr,116 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Fri, Mar 6",13:20 ,Queso Unt. La Serenisima Clásico Balance,2,Lácteo,20 gr,1 gr,1 gr,2 gr,0 gr,30 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.06,0.62,0.09,0.15,1.19,
,"Fri, Mar 6",15:15 ,Banana,0.9,Fruta,161 gr,2 gr,37 gr,0 gr,4 gr,143 kcal,01:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Fri, Mar 6",15:15 ,"Leche, Protein",1.3,Lácteo,130 gr,6 gr,6 gr,0 gr,0 gr,48 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Fri, Mar 6",15:15 ,Creatina Monohidrato,0.5,Complemento,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
